Start (s),End (s),Scientific name,Common name,Confidence
6.0,9.0,Sturnus unicolor,Spotless Starling,0.9315
18.0,21.0,Ciconia ciconia,White Stork,0.6951
21.0,24.0,Sturnus unicolor,Spotless Starling,0.6023
24.0,27.0,Sturnus unicolor,Spotless Starling,0.9778
27.0,30.0,Sturnus unicolor,Spotless Starling,0.9858
