Start (s),End (s),Scientific name,Common name,Confidence
6.0,9.0,Sturnus unicolor,Spotless Starling,0.9821
12.0,15.0,Sturnus unicolor,Spotless Starling,0.9774
21.0,24.0,Sturnus unicolor,Spotless Starling,0.6902
33.0,36.0,Sturnus unicolor,Spotless Starling,0.5459
42.0,45.0,Sturnus unicolor,Spotless Starling,0.6506
48.0,51.0,Sturnus unicolor,Spotless Starling,0.9015
