Start (s),End (s),Scientific name,Common name,Confidence
0,3.0,Sturnus unicolor,Spotless Starling,0.6802
9.0,12.0,Sturnus unicolor,Spotless Starling,0.6358
18.0,21.0,Sturnus unicolor,Spotless Starling,0.9581
