Start (s),End (s),Scientific name,Common name,Confidence
36.0,39.0,Ciconia ciconia,White Stork,0.6438
39.0,42.0,Ciconia ciconia,White Stork,0.9922
42.0,45.0,Ciconia ciconia,White Stork,0.9520
45.0,48.0,Ciconia ciconia,White Stork,0.9306
