Start (s),End (s),Scientific name,Common name,Confidence
0,3.0,Actitis hypoleucos,Common Sandpiper,0.5186
9.0,12.0,Sturnus unicolor,Spotless Starling,0.8264
24.0,27.0,Sturnus unicolor,Spotless Starling,0.7326
36.0,39.0,Sturnus unicolor,Spotless Starling,0.9192
42.0,45.0,Sturnus unicolor,Spotless Starling,0.9235
51.0,54.0,Ciconia ciconia,White Stork,0.5153
57.0,60.0,Sturnus unicolor,Spotless Starling,0.5238
