epoch,accuracy,loss,val_accuracy,val_loss
0,0.23333333432674408,2.689112424850464,0.03958529606461525,4.336546421051025
1,0.24068626761436462,2.5823309421539307,0.060320451855659485,5.79783296585083
2,0.25269606709480286,2.544924020767212,0.0574929304420948,7.187348365783691
3,0.2610294222831726,2.5032799243927,0.05655042454600334,8.998160362243652
4,0.26397058367729187,2.471403121948242,0.05466540902853012,11.39030647277832
5,0.2772058844566345,2.4413981437683105,0.08105561137199402,13.286975860595703
6,0.2767156958580017,2.4203550815582275,0.12064090371131897,14.88855266571045
7,0.2801470458507538,2.407402515411377,0.14797361195087433,16.00550079345703
0,0.24803921580314636,2.591809034347534,0.061262957751750946,6.047636032104492
1,0.24583333730697632,2.5455660820007324,0.05655042454600334,7.485130310058594
2,0.25220587849617004,2.5041449069976807,0.05843544006347656,9.32253360748291
3,0.2703431248664856,2.47204327583313,0.05466540902853012,11.890790939331055
4,0.2656862735748291,2.449645757675171,0.0527803972363472,14.370318412780762
5,0.2769607901573181,2.4322352409362793,0.05843544006347656,17.3878231048584
6,0.27843138575553894,2.4084880352020264,0.1008482575416565,17.296142578125
7,0.2862745225429535,2.3841214179992676,0.1319509893655777,16.55179214477539
0,0.22499999403953552,2.7008821964263916,0.12158340960741043,3.610830307006836
1,0.2397058755159378,2.5939104557037354,0.13383600115776062,4.545636177062988
2,0.24828431010246277,2.5504534244537354,0.15268614888191223,5.51622200012207
3,0.25784313678741455,2.522324800491333,0.19792649149894714,6.909664630889893
4,0.2615196108818054,2.4926159381866455,0.24410933256149292,9.104331970214844
5,0.27867648005485535,2.4517924785614014,0.29594722390174866,11.77371883392334
6,0.2813725471496582,2.42531156539917,0.313854843378067,15.382226943969727
7,0.2857843041419983,2.4026687145233154,0.29594722390174866,16.855127334594727
8,0.28921568393707275,2.3848717212677,0.316682368516922,19.520801544189453
9,0.2958333194255829,2.3733365535736084,0.32045239210128784,21.312957763671875
10,0.3078431487083435,2.3349313735961914,0.3232799172401428,23.554731369018555
11,0.30539214611053467,2.333019733428955,0.32233741879463196,24.11301040649414
12,0.3178921639919281,2.302302598953247,0.3261074423789978,24.582979202270508
13,0.31519606709480286,2.282339572906494,0.3261074423789978,26.710264205932617
14,0.31519606709480286,2.285970687866211,0.3261074423789978,27.166547775268555
15,0.322794109582901,2.2603530883789062,0.32704994082450867,27.63143539428711
16,0.33186274766921997,2.240917921066284,0.3279924690723419,26.726980209350586
17,0.3242647051811218,2.2513391971588135,0.32704994082450867,26.71746253967285
18,0.33700981736183167,2.229672431945801,0.3289349675178528,27.555082321166992
19,0.33480390906333923,2.2233712673187256,0.3308199942111969,27.023284912109375
20,0.3433823585510254,2.2054367065429688,0.3308199942111969,28.325345993041992
21,0.3433823585510254,2.19269061088562,0.32987746596336365,28.626211166381836
22,0.3480392098426819,2.1741766929626465,0.33176249265670776,27.54703140258789
23,0.3436274528503418,2.172741413116455,0.33459001779556274,28.26819610595703
24,0.35269609093666077,2.1641182899475098,0.3374175429344177,28.87044334411621
25,0.3446078300476074,2.1583778858184814,0.3383600413799286,29.071903228759766
26,0.35637253522872925,2.1483118534088135,0.3374175429344177,29.100433349609375
27,0.35735294222831726,2.132960319519043,0.33930253982543945,29.95442771911621
28,0.36299020051956177,2.121032238006592,0.33930253982543945,29.607576370239258
29,0.3642156720161438,2.1232588291168213,0.3383600413799286,29.4322566986084
30,0.3651960790157318,2.1139707565307617,0.3402450382709503,30.271303176879883
31,0.36299020051956177,2.1139581203460693,0.33930253982543945,29.664356231689453
32,0.3762255012989044,2.093082904815674,0.3355325162410736,29.80445671081543
33,0.3762255012989044,2.0940232276916504,0.33459001779556274,29.063554763793945
34,0.37328431010246277,2.0817437171936035,0.33270499110221863,29.615955352783203
35,0.3656862676143646,2.0796101093292236,0.3289349675178528,29.950551986694336
36,0.3919117748737335,2.0679080486297607,0.33270499110221863,30.442873001098633
37,0.3801470696926117,2.0628466606140137,0.32987746596336365,30.178211212158203
0,0.3696078360080719,2.0925235748291016,0.33930253982543945,30.169965744018555
1,0.3754901885986328,2.0919344425201416,0.3355325162410736,29.137409210205078
2,0.37328431010246277,2.0866458415985107,0.3364750146865845,29.496753692626953
3,0.36764705181121826,2.081834316253662,0.3336474895477295,30.05777359008789
4,0.38259804248809814,2.0659878253936768,0.33270499110221863,30.13328742980957
5,0.38357841968536377,2.070166826248169,0.3336474895477295,30.770437240600586
6,0.36691176891326904,2.0695393085479736,0.33270499110221863,30.45478630065918
7,0.37867647409439087,2.0531070232391357,0.33176249265670776,30.404897689819336
