Start (s),End (s),Scientific name,Common name,Confidence
39.0,42.0,Cisticola juncidis,Zitting Cisticola,0.5754
45.0,48.0,Cisticola juncidis,Zitting Cisticola,0.8205
48.0,51.0,Cisticola juncidis,Zitting Cisticola,0.9611
51.0,54.0,Cisticola juncidis,Zitting Cisticola,0.9800
54.0,57.0,Cisticola juncidis,Zitting Cisticola,0.9828
57.0,60.0,Cisticola juncidis,Zitting Cisticola,0.9302
