Start (s),End (s),Scientific name,Common name,Confidence
6.0,9.0,Hieraaetus pennatus,Booted Eagle,0.7567
12.0,15.0,Hieraaetus pennatus,Booted Eagle,0.7265
15.0,18.0,Hieraaetus pennatus,Booted Eagle,0.5688
