Start (s),End (s),Scientific name,Common name,Confidence
21.0,24.0,Alectoris rufa,Red-legged Partridge,0.9462
24.0,27.0,Alectoris rufa,Red-legged Partridge,0.7201
27.0,30.0,Alectoris rufa,Red-legged Partridge,0.7851
30.0,33.0,Alectoris rufa,Red-legged Partridge,0.6345
