Start (s),End (s),Scientific name,Common name,Confidence
6.0,9.0,Cisticola juncidis,Zitting Cisticola,0.9725
27.0,30.0,Anthus pratensis,Meadow Pipit,0.7954
51.0,54.0,Melanocorypha calandra,Calandra Lark,0.6374
57.0,60.0,Melanocorypha calandra,Calandra Lark,0.7556
