Start (s),End (s),Scientific name,Common name,Confidence
15.0,18.0,Melanocorypha calandra,Calandra Lark,0.5019
18.0,21.0,Anthus pratensis,Meadow Pipit,0.7849
33.0,36.0,Anthus pratensis,Meadow Pipit,0.5737
36.0,39.0,Melanocorypha calandra,Calandra Lark,0.5470
42.0,45.0,Anthus pratensis,Meadow Pipit,0.5493
