Start (s),End (s),Scientific name,Common name,Confidence
18.0,21.0,Sturnus unicolor,Spotless Starling,0.7315
21.0,24.0,Sturnus unicolor,Spotless Starling,0.9029
24.0,27.0,Sturnus unicolor,Spotless Starling,0.9609
33.0,36.0,Sturnus unicolor,Spotless Starling,0.9052
36.0,39.0,Sturnus unicolor,Spotless Starling,0.7809
42.0,45.0,Sturnus unicolor,Spotless Starling,0.9951
48.0,51.0,Sturnus unicolor,Spotless Starling,0.7507
51.0,54.0,Sturnus unicolor,Spotless Starling,0.6346
