Start (s),End (s),Scientific name,Common name,Confidence
6.0,9.0,Melanocorypha calandra,Calandra Lark,0.5406
24.0,27.0,Cisticola juncidis,Zitting Cisticola,0.8416
27.0,30.0,Cisticola juncidis,Zitting Cisticola,0.6045
33.0,36.0,Cisticola juncidis,Zitting Cisticola,0.8476
