Start (s),End (s),Scientific name,Common name,Confidence
3.0,6.0,Sturnus unicolor,Spotless Starling,0.9540
6.0,9.0,Sturnus unicolor,Spotless Starling,0.5365
9.0,12.0,Sturnus unicolor,Spotless Starling,0.9433
21.0,24.0,Sturnus unicolor,Spotless Starling,0.6320
33.0,36.0,Sturnus unicolor,Spotless Starling,0.7572
