Start (s),End (s),Scientific name,Common name,Confidence
9.0,12.0,Sturnus unicolor,Spotless Starling,0.8561
12.0,15.0,Sturnus unicolor,Spotless Starling,0.7666
18.0,21.0,Sturnus unicolor,Spotless Starling,0.9637
21.0,24.0,Sturnus unicolor,Spotless Starling,0.5773
57.0,60.0,Buteo buteo,Common Buzzard,0.5657
