Start (s),End (s),Scientific name,Common name,Confidence
0,3.0,Sturnus unicolor,Spotless Starling,0.7211
24.0,27.0,Sturnus unicolor,Spotless Starling,0.7327
36.0,39.0,Sturnus unicolor,Spotless Starling,0.9252
39.0,42.0,Sturnus unicolor,Spotless Starling,0.9157
42.0,45.0,Sturnus unicolor,Spotless Starling,0.8402
51.0,54.0,Sturnus unicolor,Spotless Starling,0.6449
