Start (s),End (s),Scientific name,Common name,Confidence
6.0,9.0,Sturnus unicolor,Spotless Starling,0.5387
9.0,12.0,Sturnus unicolor,Spotless Starling,0.7986
45.0,48.0,Sturnus unicolor,Spotless Starling,0.8583
48.0,51.0,Sturnus unicolor,Spotless Starling,0.9683
54.0,57.0,Sturnus unicolor,Spotless Starling,0.9316
57.0,60.0,Sturnus unicolor,Spotless Starling,0.9594
