Start (s),End (s),Scientific name,Common name,Confidence
0,3.0,Sturnus unicolor,Spotless Starling,0.7058
9.0,12.0,Sturnus unicolor,Spotless Starling,0.5585
18.0,21.0,Actitis hypoleucos,Common Sandpiper,0.9313
21.0,24.0,Sturnus unicolor,Spotless Starling,0.9781
27.0,30.0,Sturnus unicolor,Spotless Starling,0.9766
30.0,33.0,Sturnus unicolor,Spotless Starling,0.9173
42.0,45.0,Sturnus unicolor,Spotless Starling,0.6791
