Start (s),End (s),Scientific name,Common name,Confidence
0,3.0,Sturnus unicolor,Spotless Starling,0.9241
3.0,6.0,Sturnus unicolor,Spotless Starling,0.5052
12.0,15.0,Tringa erythropus,Spotted Redshank,0.5673
18.0,21.0,Sturnus unicolor,Spotless Starling,0.9709
27.0,30.0,Sturnus unicolor,Spotless Starling,0.7336
30.0,33.0,Sturnus unicolor,Spotless Starling,0.9704
42.0,45.0,Sturnus unicolor,Spotless Starling,0.8041
57.0,60.0,Tringa totanus,Common Redshank,0.5141
