Start (s),End (s),Scientific name,Common name,Confidence
27.0,30.0,Cettia cetti,Cetti's Warbler,0.9696
30.0,33.0,Cettia cetti,Cetti's Warbler,0.8053
45.0,48.0,Buteo buteo,Common Buzzard,0.9575
