Start (s),End (s),Scientific name,Common name,Confidence
6.0,9.0,Actitis hypoleucos,Common Sandpiper,0.6342
9.0,12.0,Sturnus unicolor,Spotless Starling,0.9061
30.0,33.0,Sturnus unicolor,Spotless Starling,0.5867
33.0,36.0,Sturnus unicolor,Spotless Starling,0.5489
45.0,48.0,Sturnus unicolor,Spotless Starling,0.5497
