Start (s),End (s),Scientific name,Common name,Confidence
18.0,21.0,Cettia cetti,Cetti's Warbler,0.6104
24.0,27.0,Sturnus unicolor,Spotless Starling,0.8174
39.0,42.0,Sturnus unicolor,Spotless Starling,0.9719
48.0,51.0,Sturnus unicolor,Spotless Starling,0.8982
51.0,54.0,Sturnus unicolor,Spotless Starling,0.6896
