Start (s),End (s),Scientific name,Common name,Confidence
0,3.0,Sturnus unicolor,Spotless Starling,0.9578
6.0,9.0,Sturnus unicolor,Spotless Starling,0.9328
36.0,39.0,Sturnus unicolor,Spotless Starling,0.5414
51.0,54.0,Sturnus unicolor,Spotless Starling,0.9545
54.0,57.0,Sturnus unicolor,Spotless Starling,0.8770
57.0,60.0,Sturnus unicolor,Spotless Starling,0.9268
