Start (s),End (s),Scientific name,Common name,Confidence
0,3.0,Sturnus unicolor,Spotless Starling,0.9644
6.0,9.0,Sturnus unicolor,Spotless Starling,0.8930
9.0,12.0,Sturnus unicolor,Spotless Starling,0.9027
18.0,21.0,Sturnus unicolor,Spotless Starling,0.9904
21.0,24.0,Sturnus unicolor,Spotless Starling,0.9844
27.0,30.0,Sturnus unicolor,Spotless Starling,0.7585
33.0,36.0,Cettia cetti,Cetti's Warbler,0.8262
36.0,39.0,Sturnus unicolor,Spotless Starling,0.6219
