Start (s),End (s),Scientific name,Common name,Confidence
9.0,12.0,Buteo buteo,Common Buzzard,0.8848
12.0,15.0,Sturnus unicolor,Spotless Starling,0.5218
27.0,30.0,Sturnus unicolor,Spotless Starling,0.7729
30.0,33.0,Sturnus unicolor,Spotless Starling,0.8152
39.0,42.0,Sturnus unicolor,Spotless Starling,0.8529
45.0,48.0,Sturnus unicolor,Spotless Starling,0.9988
57.0,60.0,Sturnus unicolor,Spotless Starling,0.6365
