Start (s),End (s),Scientific name,Common name,Confidence
15.0,18.0,Sturnus unicolor,Spotless Starling,0.9174
33.0,36.0,Sturnus unicolor,Spotless Starling,0.9833
48.0,51.0,Sturnus unicolor,Spotless Starling,0.8790
51.0,54.0,Sturnus unicolor,Spotless Starling,0.8545
