Start (s),End (s),Scientific name,Common name,Confidence
0,3.0,Sturnus unicolor,Spotless Starling,0.9245
9.0,12.0,Sturnus unicolor,Spotless Starling,0.5997
21.0,24.0,Sturnus unicolor,Spotless Starling,0.9629
30.0,33.0,Sturnus unicolor,Spotless Starling,0.7193
33.0,36.0,Sturnus unicolor,Spotless Starling,0.8636
36.0,39.0,Sturnus unicolor,Spotless Starling,0.9836
39.0,42.0,Sturnus unicolor,Spotless Starling,0.7287
51.0,54.0,Sturnus unicolor,Spotless Starling,0.5608
57.0,60.0,Sturnus unicolor,Spotless Starling,0.8927
