Start (s),End (s),Scientific name,Common name,Confidence
3.0,6.0,Ciconia ciconia,White Stork,0.5497
6.0,9.0,Ciconia ciconia,White Stork,0.9411
12.0,15.0,Ciconia ciconia,White Stork,0.5282
15.0,18.0,Ciconia ciconia,White Stork,0.6852
24.0,27.0,Ciconia ciconia,White Stork,0.7221
30.0,33.0,Ciconia ciconia,White Stork,0.9448
36.0,39.0,Ciconia ciconia,White Stork,0.5660
