Start (s),End (s),Scientific name,Common name,Confidence
3.0,6.0,Actitis hypoleucos,Common Sandpiper,0.9019
6.0,9.0,Ciconia ciconia,White Stork,0.7280
27.0,30.0,Sturnus unicolor,Spotless Starling,0.6651
39.0,42.0,Sturnus unicolor,Spotless Starling,0.5499
45.0,48.0,Sturnus unicolor,Spotless Starling,0.6919
48.0,51.0,Sturnus unicolor,Spotless Starling,0.6704
51.0,54.0,Ciconia ciconia,White Stork,0.6278
54.0,57.0,Cettia cetti,Cetti's Warbler,0.5113
