Start (s),End (s),Scientific name,Common name,Confidence
0,3.0,Cettia cetti,Cetti's Warbler,0.9494
36.0,39.0,Ciconia ciconia,White Stork,0.9588
39.0,42.0,Ciconia ciconia,White Stork,0.9934
42.0,45.0,Ciconia ciconia,White Stork,0.9772
45.0,48.0,Ciconia ciconia,White Stork,0.9950
