Start (s),End (s),Scientific name,Common name,Confidence
3.0,6.0,Sturnus unicolor,Spotless Starling,0.6649
18.0,21.0,Ciconia ciconia,White Stork,0.9890
21.0,24.0,Ciconia ciconia,White Stork,0.9421
24.0,27.0,Ciconia ciconia,White Stork,0.6281
27.0,30.0,Sturnus unicolor,Spotless Starling,0.9805
51.0,54.0,Sturnus unicolor,Spotless Starling,0.7416
54.0,57.0,Ciconia ciconia,White Stork,0.6687
57.0,60.0,Ciconia ciconia,White Stork,0.9996
