Start (s),End (s),Scientific name,Common name,Confidence
0,3.0,Melanocorypha calandra,Calandra Lark,0.8731
21.0,24.0,Melanocorypha calandra,Calandra Lark,0.5969
45.0,48.0,Anthus pratensis,Meadow Pipit,0.9658
48.0,51.0,Anthus pratensis,Meadow Pipit,0.6662
