Start (s),End (s),Scientific name,Common name,Confidence
18.0,21.0,Emberiza calandra,Corn Bunting,0.5397
24.0,27.0,Emberiza calandra,Corn Bunting,0.6001
39.0,42.0,Emberiza calandra,Corn Bunting,0.8652
42.0,45.0,Emberiza calandra,Corn Bunting,0.6509
