epoch,accuracy,loss,val_accuracy,val_loss
0,0.40294116735458374,2.0528881549835205,0.12629595398902893,3.499676465988159
1,0.460049033164978,1.7256728410720825,0.07163053750991821,3.82879638671875
2,0.4899509847164154,1.592496633529663,0.02544769085943699,4.0721211433410645
3,0.5083333253860474,1.513922929763794,0.0263901986181736,4.5832014083862305
4,0.5299019813537598,1.447485327720642,0.059377945959568024,4.747196674346924
5,0.5406862497329712,1.4051311016082764,0.0885956659913063,5.0363359451293945
6,0.5487744808197021,1.3530689477920532,0.158341184258461,4.789294719696045
7,0.5598039031028748,1.3167933225631714,0.19698397815227509,4.781276226043701
8,0.5659313797950745,1.2795774936676025,0.17436380684375763,5.656452655792236
9,0.5698529481887817,1.257805347442627,0.08011309802532196,4.787111759185791
10,0.5833333134651184,1.2191733121871948,0.07351554930210114,5.703581809997559
11,0.5884804129600525,1.1838454008102417,0.08294062316417694,5.596612453460693
12,0.6009804010391235,1.1631255149841309,0.048067860305309296,6.058540344238281
13,0.6110293865203857,1.1175506114959717,0.03204524144530296,6.547232151031494
14,0.6095588207244873,1.1056057214736938,0.05843544006347656,5.9872517585754395
0,0.5848039388656616,1.2689694166183472,0.07163053750991821,4.703980922698975
1,0.5710784196853638,1.2575323581695557,0.17907634377479553,4.897216320037842
2,0.585049033164978,1.2160946130752563,0.05183788761496544,6.0700883865356445
3,0.5938725471496582,1.188220739364624,0.045240338891744614,5.959557056427002
4,0.6036764979362488,1.1468822956085205,0.11404335498809814,5.629216194152832
5,0.6063725352287292,1.1286932229995728,0.061262957751750946,5.766069412231445
6,0.6098039150238037,1.1202664375305176,0.06314797699451447,6.560830116271973
7,0.6225489974021912,1.0847468376159668,0.1102733239531517,6.509397506713867
8,0.6318627595901489,1.0454039573669434,0.1508011370897293,6.654448509216309
