Start (s),End (s),Scientific name,Common name,Confidence
15.0,18.0,Cisticola juncidis,Zitting Cisticola,0.5357
18.0,21.0,Cisticola juncidis,Zitting Cisticola,0.6643
36.0,39.0,Cisticola juncidis,Zitting Cisticola,0.5028
