Start (s),End (s),Scientific name,Common name,Confidence
12.0,15.0,Cisticola juncidis,Zitting Cisticola,0.8801
15.0,18.0,Cisticola juncidis,Zitting Cisticola,0.9549
18.0,21.0,Cisticola juncidis,Zitting Cisticola,0.9243
24.0,27.0,Cisticola juncidis,Zitting Cisticola,0.5654
