epoch,accuracy,loss,val_accuracy,val_loss
0,0.4208333194255829,1.9664305448532104,0.44203582406044006,2.120518922805786
1,0.49754902720451355,1.5938105583190918,0.43543827533721924,2.0257630348205566
0,0.42524510622024536,1.9780340194702148,0.41847312450408936,2.0685267448425293
1,0.5066176652908325,1.5872774124145508,0.44015079736709595,2.042800188064575
2,0.5362744927406311,1.4426363706588745,0.4655984938144684,2.007063627243042
3,0.5595588088035583,1.3515713214874268,0.434495747089386,2.197744607925415
4,0.572549045085907,1.272998332977295,0.45146089792251587,2.2146708965301514
5,0.5982843041419983,1.2072694301605225,0.42789819836616516,2.368356943130493
6,0.6058823466300964,1.1585993766784668,0.45240339636802673,2.2769620418548584
7,0.6232843399047852,1.0948508977890015,0.4288407266139984,2.4744462966918945
0,0.5453431606292725,1.3647867441177368,0.4505183696746826,2.188417673110962
1,0.5806372761726379,1.266332745552063,0.44015079736709595,2.209831714630127
2,0.5862745046615601,1.2200123071670532,0.4335532486438751,2.398580551147461
3,0.612500011920929,1.1499969959259033,0.4467483460903168,2.2956857681274414
4,0.6215686202049255,1.096535086631775,0.4363807737827301,2.411426305770874
5,0.6348039507865906,1.059485912322998,0.46842601895332336,2.3792455196380615
