Start (s),End (s),Scientific name,Common name,Confidence
3.0,6.0,Emberiza calandra,Corn Bunting,0.8108
36.0,39.0,Emberiza calandra,Corn Bunting,0.8619
57.0,60.0,Emberiza calandra,Corn Bunting,0.9029
