Start (s),End (s),Scientific name,Common name,Confidence
24.0,27.0,Milvus migrans,Black Kite,0.6475
27.0,30.0,Milvus migrans,Black Kite,0.6848
30.0,33.0,Hippolais polyglotta,Melodious Warbler,0.9280
