Start (s),End (s),Scientific name,Common name,Confidence
24.0,27.0,Chlidonias hybrida,Whiskered Tern,0.6106
27.0,30.0,Chlidonias hybrida,Whiskered Tern,0.6087
30.0,33.0,Chlidonias hybrida,Whiskered Tern,0.5877
