Start (s),End (s),Scientific name,Common name,Confidence
6.0,9.0,Cettia cetti,Cetti's Warbler,0.6396
9.0,12.0,Cettia cetti,Cetti's Warbler,0.5698
12.0,15.0,Cettia cetti,Cetti's Warbler,0.8685
21.0,24.0,Cettia cetti,Cetti's Warbler,0.8294
33.0,36.0,Cettia cetti,Cetti's Warbler,0.7116
39.0,42.0,Cettia cetti,Cetti's Warbler,0.8612
48.0,51.0,Cettia cetti,Cetti's Warbler,0.7255
