Start (s),End (s),Scientific name,Common name,Confidence
9.0,12.0,Cisticola juncidis,Zitting Cisticola,0.9595
12.0,15.0,Cisticola juncidis,Zitting Cisticola,0.8521
24.0,27.0,Cisticola juncidis,Zitting Cisticola,0.5111
30.0,33.0,Cisticola juncidis,Zitting Cisticola,0.9603
30.0,33.0,Phoenicurus ochruros,Black Redstart,0.7598
