Start (s),End (s),Scientific name,Common name,Confidence
36.0,39.0,Emberiza calandra,Corn Bunting,0.5554
54.0,57.0,Sturnus unicolor,Spotless Starling,0.5296
57.0,60.0,Sturnus unicolor,Spotless Starling,0.7103
